,text,label,predicted_result
1165,"Give Rs 5 lakh relief to man acquitted of terror charges, says NHRC to Delhi govt",news,news
1166,"Saina Nehwal skips, PV Sindhu eyes another title at Syed Modi GP",news,news
1167,You Won't Believe What This Young Cancer Survivor Invented. She Is Such A Hero,clickbait,clickbait
1168,New Zealand vs Bangladesh: Second Test hangs in balance after rain halts Day 2,news,news
1169,This Anti-Razor Bump Razor That Actually Works Just Got A Whole Lot Better,clickbait,clickbait
1170,How Many Of These Foods Would You Pair Chocolate With?,clickbait,clickbait
1171,Inauguration schedule of events: a guide to Trump's first day as president,news,news
1172,Kolkata Municipal Corporation campaigns to raise awareness on new property tax system in city,news,news
1173,18 People Whose Relationships Got A Whole Lot Worse When They Were Hungry,clickbait,clickbait
1174,33 Photos Of People Taken Seconds Before They Die. #10 Is From My Nightmares,clickbait,clickbait
1175,"John Bolton Says Election Hacking Could Have Been A ""False Flag""",clickbait,clickbait
1176,Romesh Ranganathan on First Dates Hotel: 'Where's the fun in that?',news,news
1177,21 Wrong Test Answers That Are Absolutely Brilliant,clickbait,clickbait
1178,A Guy On 4chan Has Completed His Disgusting Mission To A My Little Pony,clickbait,clickbait
1179,Voters back Tories to deliver best Brexit by more than two to one,news,news
1180,Charleston Church Shooter Says He's Not Mentally Ill,clickbait,clickbait
1181,Two burglars injured in police firing in Bangalore,news,news
1182,"Last lap in Punjab, Congress set to name Amarinder as chief ministerial face",news,news
1183,People Are Cracking Up At This Teen Who Got Cropped Out Of Conor McGregor's Instagram Pic,clickbait,clickbait
1184,This Artist Uses Nothing But Her Fingers To Create These Incredible Works Of Art...WOW,clickbait,clickbait
1185,The 24 Stages Of Becoming A Taylor Swift Fan,clickbait,clickbait
1186,This Is What South Korean Women Think Of Their President's Impeachment,clickbait,clickbait
1187,I Never Thought I'd Say I Wanted To Live In A Shipping Container Until I Saw These,clickbait,clickbait
1188,Kanye West Tour Canceled After Announcing He Would've Voted For Trump,clickbait,clickbait
1189,BMC election: Shiv Sena says will remove property tax for houses up to 500 sq ft if voted to power,news,news
1190,Marseille turn their attentions to Crystal Palace midfielder Yohan Cabaye,news,news
1191,"Demonetisation: On Nov 7, it was Govt which advised RBI to consider note ban, got RBI nod next day",news,news
1192,Mumbais monorail will soon have a new operator,news,news
1193,Seeing These Dads React To Their Daughters As Brides Will Melt Your Heart,clickbait,clickbait
1194,MH370 search crews return to port after fruitless hunt ends,news,news
1195,Cow becomes national animal of Nepal,news,news
1196,This IS The Most UNBELIEVABLE Shot In The History Of Professional Golf,clickbait,clickbait
1197,America's oldest Muslim families on the Trump presidency: 'This can't deter us',news,news
1198,Women In Japan Give Men Chocolate Ramen For Valentine's Day And We Tried Some,clickbait,clickbait
1199,2016 hottest year ever recorded  and scientists say human activity to blame,news,news
1200,"This Video Is Being Accused Of Appropriation For Saying Asian People Have ""Natural"" Hair",clickbait,clickbait
1201,23 Arcade Games You Definitely Played Growing Up In The '90s,clickbait,clickbait
1202,"Rising inequality threatens world economy, says WEF",news,news
1203,19 Cats Who All Look Like Something That Is Definitely Not A Cat,clickbait,clickbait
1204,Lyft Kills The Pink Mustache And Launches National Ad Campaign Against Uber,clickbait,clickbait
1205,Tim Farron wants Millwall plans scrapped following latest revelations,news,news
1206,Mumbai Marathon: BMC allows ad display after organiser shells out Rs 23 lakh,news,news
1207,"Archivo Pittoresco: Lula Pena review  a fluid, multilingual trance",news,news
1208,"'Real Housewives Of Atlanta' Production Company To Pay Workers $411,000 In Backpay",clickbait,clickbait
1209,"Ty Segall on Black Flag, T Rex and why the Kinks made so much sense in 90s California",news,news
1210,10 Messy Animals Who Need A Bath,clickbait,clickbait
1211,"Hypertension top risk factor: In capital, 15% of strokes in people under 40, says AIIMS study",news,news
1212,29 Animals Who Are Way Too Tired To Find A Place To Sleep. #3 Just Couldn't Help Himself,clickbait,clickbait
1213,Apple Is Talking To The Indian Government About Manufacturing Locally: Report,clickbait,clickbait
1214,Set up public address systems to keep people informed during floods: Bombay HC,news,news
1215,8 Prize-Winning Hogs Who Definitely Didnt Deserve To Win,clickbait,clickbait
1216,Games reviews roundup: Dragon Quest 8: Journey of the Cursed King; Shantae: Half-Genie Hero; Rise and Shine,news,news
1217,13 Foods You Should Eat After You Work Out,clickbait,clickbait
1218,9 Times Kanye West Took Over Your Christmas,clickbait,clickbait
1219,'American carnage': Donald Trump's vision casts shadow over day of pageantry,news,news
1220,Jared Kushner has Trumps trust but lacks experience for Middle East role,news,news
1221,24 Of The Cosiest Things On The Planet,clickbait,clickbait
1222,New band of the week: sl Prks (No 136) - synth music with soul,news,news
1223,Reports: Clinton Places Some Of The Blame For Her Loss On FBI Director Comey,clickbait,clickbait
1224,This Artist Makes The Most Incredible Sculptures...All By Using THIS. Stunning,clickbait,clickbait
1225,"Demonetisation: Rs 14 lakh crore in old notes are back, only Rs 75,000 crore out",news,news
1226,Congenital anomalies infant death births infant mortality rate,news,news
1227,John Brennan: Trump's 'Nazi Germany' tweet to US agencies was 'outrageous',news,news
1228,This Video Will Open Your Eyes To The Realities Of An Unhealthy Life. It's Tragic But True,clickbait,clickbait
1229,Delhi court sends 21-year-old to jail for five years for sexual assault on minor girl,news,news
1230,Trump doesnt let facts get in the way of immigration scare stories. Hes not alone | Diane Taylor,news,news
1231,16 Vintage Photos That Will Creep You Out. #5 Just Sent A Chill Down My Spine,clickbait,clickbait
1232,42 Moments You Actually Adored From The Gilmore Girls Revival,clickbait,clickbait
1233,Private schools on DDA land to take govt nod before fees hike: SC,news,news
1234,North Delhi Municipal Corporation to build 8 storey car parking,news,news
1235,"Prepare for new surge in hate crimes against EU citizens, says EHRC",news,news
1236,Boxing in urgent need of rapid rematch between James DeGale and Badou Jack | Bryan Armen Graham,news,news
1237,Fashion muse Siya Beyille gets back to nature on a South African safari,news,news
1238,Mare Basse review boozed-up clowns make a meal of it,news,news
1239,Minor girl raped by meditation teacher in MP,news,news
1240,"You Can Now Watch Dozens Of Disney Films On Hulu, Just Like On Netflix",clickbait,clickbait
1241,"Russian President Vladimir Putin ready to meet Donald Trump, preparations may take months: Reports",news,news
1242,An Old Lady Didn't Respect The Shark Tank Rules And Got Totally Wrecked,clickbait,clickbait
1243,"Cyprus deal close but don't expect miracles, says UN chief",news,news
1244,Wiley five landmarks in the godfather of grime's career,news,news
1245,Indigenous-run service for families affected by suicide to be introduced nationwide,news,news
1246,How to cook the perfect mulligatawny,news,news
1247,This Toddler Made Her Own Sign For The Women's March And It's Too Cute,clickbait,clickbait
1248,Trump wants to restock Guantnamo. Whos the worst of the worst now? | Frankie Boyle,news,news
1249,32 Products Every Awkward Human Will Deeply Relate To,clickbait,clickbait
1250,"Three-fold rise in Naxal surrenders, surge in civilian casualties too",news,news
1251,This Man Helped Build The Trump Meme Army  Now He Wants To Reform It,clickbait,clickbait
1252,"We Know Your Age And The Last Person You Texted Based On Your ""Walking Dead"" Opinions",clickbait,clickbait
1253,"Breaking bad: Hollywood wakes up to the power of dark, dangerous women",news,news
1254,"Saina Nehwal advance to Malaysia Masters semis, Ajay Jayaram loses",news,news
1255,Chelsea and Tottenham will find progress has a price at capital grounds | Daniel Taylor,news,news
1256,The New Sky Circle Is Perfect,clickbait,clickbait
1257,IFSC project will generate 12 to 15 lakh jobs: Report,news,news
1258,The Night Manager team to adapt another Le Carr spy classic,news,news
1259,You Think You Want A Real-Life Disney Prince...But Here's Why That's Actually A Bad Idea,clickbait,clickbait
1260,22 Titanic Struggles Real Scottish People Faced In 2016,clickbait,clickbait
1261,32 Things You Probably Didn't Know About Cuba,clickbait,clickbait
1262,Saturdays Party At H.P. Lovecrafts Pad Was INSANE,clickbait,clickbait
1263,"There's Still Time To Find Amazing Holiday Gifts With Our ""Gift Guide"" Newsletter!",clickbait,clickbait
1264,7 Famous Dogs From The 90s That Are Definitely Dead Now,clickbait,clickbait
1265,Bafta race row: awards slammed for scarcity of BAME nominations,news,news
1266,Corbyn to order Labour MPs to vote for article 50 trigger,news,news
1267,"""Silicon Valley"" Star T.J. Miller Arrested After Allegedly Hitting Uber Driver",clickbait,clickbait
1268,We Had To Put An End To It: How One College Lowered Its Sexual Assault Statistics By Not Documen,clickbait,clickbait
1269,Curtis Stigers: One More for the Road review  swinging tribute to Sinatra and Basie,news,news
1270,Whose Butt Had The Biggest Year In 2014?,clickbait,clickbait
1271,Jack White  10 of the best,news,news
1272,Can a $26m-a-year fund manager really rethink executive pay?,news,news
1273,Take a Stunning 360 Journey Through an Underwater National Park,news,clickbait
1274,These Kittens Are Totally In Love And Everyone Is Obsessed With Them,clickbait,clickbait
1275,Xi Jinping signals China will champion free trade if Trump builds barriers,news,news
1276,Six-year-old girl and father who went missing from New Zealand sail into NSW,news,news
1277,"Upholding appointment of the CJI, Supreme Court gives list of reasons",news,news
1278,24 Totally Bizarre Photos Of Fidel Castro's 1959 Visit To The US,clickbait,clickbait
1279,Here's The Methodology For Our Huge Transgender Rights Survey,clickbait,clickbait
1280,16 Not So Basic Pumpkin Treats,clickbait,clickbait
1281,Milan fashion week: Armani's menswear show turns heads,news,news
1282,Harry Reid Blames Trump For Climate Of Fear And Racism,clickbait,clickbait
1283,How US Dollars Are Helping The Philippines' Bloody Drug War,clickbait,clickbait
1284,How Chelsea Manning lifted lid on harsh facts of US wars and military justice,news,news
1285,Xi Jinping portrays China as a rock of stability,news,news
1286,Tourists throng Papi Hills before Polavaram consumes it,news,news
1287,21 Beautiful Wedding Invites That Probably Cost Way Too Much,clickbait,clickbait
1288,Disney deny negotiating with Carrie Fisher's estate for rights to her digital image,news,news
1289,Let's Calm Down About Pages &quot;Disappearing&quot; From The White House Website,clickbait,clickbait
1290,Jammu & Kashmir: Heavy rain and snow forecast,news,news
1291,"No survivors at wreckage of crashed Indonesia plane, say rescuers",news,news
1292,South Africa beat Sri Lanka by 19 runs in rain-hit T20I: As it happened,news,news
1293,Live-shooting with Woody Harrelson at 2am: 'There's something about the terror of it I love',news,news
1294,What These Parents Did For Their Kids Is Every Child's Wildest Fantasy...I'm Jealous!,clickbait,clickbait
1295,Which Sex Toy Should You Get For Christmas?,clickbait,clickbait
1296,Four killed as car hits truck on Yamuna Expressway,news,news
1297,25 Perfect Uses For The Grinch GIF,clickbait,clickbait
1298,13 Photos That Make No Sense But Need No Explanation. #2 Just Made Me Spit Out My Drink!,clickbait,clickbait
1299,Fast-Food Worker Groups Could Get A Big Financial Boost In NYC,clickbait,clickbait
1300,"This Baby Actually Has The Most Awesome Parents Ever, And He Has No Idea",clickbait,clickbait
1301,People Are Angry At This Christmas Advert For Shaming Working Moms,clickbait,clickbait
1302,These 25 Tiny Sea Creatures Just Can't Stop Being Adorable. I Want To Swim With #8 So Bad,clickbait,clickbait
1303,Irani Trophy 2017: Gujarat reclaims ascendancy after Cheteshwar Pujaras fight,news,news
1304,Davos 2017: Oxfam attacks failing global tax avoidance battle,news,news
1305,Mays promise on workers rights is hollow if she doesnt get a deal | Ann Pettifor,news,news
1306,Taliban promised protection but later killed those who stood in their way in Kunduz: residents,news,news
1307,Cyprus's Greek and Turkish leaders edge closer to ending conflict,news,news
1308,Firefighters battle out-of-control blaze near Canberra and dozens of others,news,news
